id,name,category,type,rarity,origin,value,image_url
1728,Piranha,petsneons,Pet,Common,Danger Egg,0.05,https://adoptmetradingvalues.com/images/1728.png
1729,Angler Fish,petsneons,Pet,Uncommon,Danger Egg,0.08,https://adoptmetradingvalues.com/images/1729.png
1730,Borhyaena Gigantica,petsneons,Pet,Uncommon,Danger Egg,0.08,https://adoptmetradingvalues.com/images/1730.png
1731,Hippo,petsneons,Pet,Rare,Danger Egg,0.15,https://adoptmetradingvalues.com/images/1731.png
1732,Poison Dart Frog,petsneons,Pet,Rare,Danger Egg,0.1,https://adoptmetradingvalues.com/images/1732.png
1733,Blue Ringed Octopus,petsneons,Pet,Ultra-Rare,Danger Egg,0.23,https://adoptmetradingvalues.com/images/1733.png
1734,Lammergeier,petsneons,Pet,Ultra-Rare,Danger Egg,0.18,https://adoptmetradingvalues.com/images/1734.png
1735,Puffer Fish,petsneons,Pet,Ultra-Rare,Danger Egg,1.15,https://adoptmetradingvalues.com/images/1735.png
1736,Owlbear,petsneons,Pet,Legendary,Danger Egg,2.35,https://adoptmetradingvalues.com/images/1736.png
1737,Spinosaurus,petsneons,Pet,Legendary,Danger Egg,1.25,https://adoptmetradingvalues.com/images/1737.png
1738,Hot Doggo,petsneons,Pet,Legendary,Summer Festival 2023 (Robux),17.0,https://adoptmetradingvalues.com/images/1738.png
1739,Shark Puppy,petsneons,Pet,Legendary,Summer Festival 2023,5.7,https://adoptmetradingvalues.com/images/1739.png
1740,Many Mackerel,petsneons,Pet,Ultra-Rare,Summer Festival 2023,6.2,https://adoptmetradingvalues.com/images/1740.png
1741,Flying Fish,petsneons,Pet,Common,Summer Festival 2023,0.05,https://adoptmetradingvalues.com/images/1741.png
1760,Tortuga de la Isla,petsneons,Pet,Ultra-Rare,Summer Festival 2023 (Robux),6.7,https://adoptmetradingvalues.com/images/1760.png
1761,Leviathan,petsneons,Pet,Legendary,Summer Festival 2023,1.5,https://adoptmetradingvalues.com/images/1761.png
1765,Hermit Crab,petsneons,Pet,Uncommon,Hermit Crab Box,0.13,https://adoptmetradingvalues.com/images/1765.png
1766,Castle Hermit Crab,petsneons,Pet,Rare,Hermit Crab Box,0.45,https://adoptmetradingvalues.com/images/1766.png
1767,Ice Cream Hermit Crab,petsneons,Pet,Ultra-Rare,Hermit Crab Box,2.5,https://adoptmetradingvalues.com/images/1767.png
1768,Pirate Hermit Crab,petsneons,Pet,Legendary,Hermit Crab Box,1.35,https://adoptmetradingvalues.com/images/1768.png
1770,Leopard Shark,petsneons,Pet,Rare,Summer Festival 2023,1.25,https://adoptmetradingvalues.com/images/1770.png
1771,Happy Clam,petsneons,Pet,Ultra-Rare,Summer Festival 2023,3.7,https://adoptmetradingvalues.com/images/1771.png
1772,Arctic Tern,petsneons,Pet,Uncommon,Summer Festival 2023,0.13,https://adoptmetradingvalues.com/images/1772.png
1773,Lion Cub,petsneons,Pet,Ultra-Rare,Safari Update 2023 (Robux),5.7,https://adoptmetradingvalues.com/images/1773.png
1774,Warthog,petsneons,Pet,Uncommon,Safari Update 2023,0.13,https://adoptmetradingvalues.com/images/1774.png
1775,Ostrich,petsneons,Pet,Rare,Safari Update 2023,0.23,https://adoptmetradingvalues.com/images/1775.png
1776,African Wild Dog,petsneons,Pet,Ultra-Rare,UGC Rewards Update July 2023,50.0,https://adoptmetradingvalues.com/images/1776.png
1778,Wrapped Doll,petsneons,Pet,Legendary,Adopt a Doll Update,0.2,https://adoptmetradingvalues.com/images/1778.png
1779,Dylan,petsneons,Pet,Uncommon,Wrapped Doll,0.15,https://adoptmetradingvalues.com/images/1779.png
1780,River,petsneons,Pet,Uncommon,Wrapped Doll,0.15,https://adoptmetradingvalues.com/images/1780.png
1781,Pistachio,petsneons,Pet,Uncommon,Wrapped Doll,0.15,https://adoptmetradingvalues.com/images/1781.png
1783,Fossa,petsneons,Pet,Uncommon,Jungle Update 2023,0.13,https://adoptmetradingvalues.com/images/1783.png
1784,Bird of Paradise,petsneons,Pet,Rare,Jungle Update 2023,0.23,https://adoptmetradingvalues.com/images/1784.png
1785,Giant Anteater,petsneons,Pet,Rare,Jungle Update 2023 (Robux),2.75,https://adoptmetradingvalues.com/images/1785.png
1787,Angelfish,petsneons,Pet,Common,Jungle Update 2023,0.05,https://adoptmetradingvalues.com/images/1787.png
1788,Cassowary,petsneons,Pet,Rare,Jungle Update 2023,0.18,https://adoptmetradingvalues.com/images/1788.png
1789,Birthday Butterfly 2023,petsneons,Pet,Uncommon,Adopt Me 6th Birthday,0.23,https://adoptmetradingvalues.com/images/1789.png
1790,Ring-tailed Lemur,petsneons,Pet,Rare,Jungle Update 2023 (Robux),4.25,https://adoptmetradingvalues.com/images/1790.png
1791,Bluebottle Fly,petsneons,Pet,Common,Urban Egg,0.04,https://adoptmetradingvalues.com/images/1791.png
1792,Cockroach,petsneons,Pet,Common,Urban Egg,0.06,https://adoptmetradingvalues.com/images/1792.png
1793,Mongoose,petsneons,Pet,Common,Urban Egg,0.1,https://adoptmetradingvalues.com/images/1793.png
1794,Tawny Frogmouth,petsneons,Pet,Uncommon,Urban Egg,0.06,https://adoptmetradingvalues.com/images/1794.png
1795,Rock Pigeon,petsneons,Pet,Uncommon,Urban Egg,0.06,https://adoptmetradingvalues.com/images/1795.png
1796,Indian Leopard,petsneons,Pet,Rare,Urban Egg,0.1,https://adoptmetradingvalues.com/images/1796.png
1797,Toy Poodle,petsneons,Pet,Rare,Urban Egg,0.13,https://adoptmetradingvalues.com/images/1797.png
1798,Alley Cat,petsneons,Pet,Ultra-Rare,Urban Egg,2.75,https://adoptmetradingvalues.com/images/1798.png
1799,Seagull,petsneons,Pet,Ultra-Rare,Urban Egg,0.18,https://adoptmetradingvalues.com/images/1799.png
18,Lion,petsneons,Pet,Ultra-Rare,Safari Egg,11.0,https://adoptmetradingvalues.com/images/18.png
1800,Black Kite,petsneons,Pet,Ultra-Rare,Urban Egg,0.18,https://adoptmetradingvalues.com/images/1800.png
1801,Billy Goat,petsneons,Pet,Legendary,Urban Egg,1.0,https://adoptmetradingvalues.com/images/1801.png
1802,Gargoyle,petsneons,Pet,Legendary,Urban Egg,1.35,https://adoptmetradingvalues.com/images/1802.png
1803,Urban Egg,petsneons,Pet,Legendary,Nursery,0.3,https://adoptmetradingvalues.com/images/1803.png
1805,Raccoon,petsneons,Pet,Uncommon,September 2023,0.13,https://adoptmetradingvalues.com/images/1805.png
1806,Chipmunk,petsneons,Pet,Rare,September 2023,0.25,https://adoptmetradingvalues.com/images/1806.png
1813,Flaming Zebra,petsneons,Pet,Rare,Flaming Zebra Bait,0.8,https://adoptmetradingvalues.com/images/1813.png
1814,Ash Zebra,petsneons,Pet,Common,Ash Zebra Bait,0.5,https://adoptmetradingvalues.com/images/1814.png
1815,Blazing Lion,petsneons,Pet,Legendary,Campfire Cookie,45.0,https://adoptmetradingvalues.com/images/1815.png
1816,Magma Moose,petsneons,Pet,Ultra-Rare,Campfire Cookie,0.35,https://adoptmetradingvalues.com/images/1816.png
1817,Magma Snail,petsneons,Pet,Ultra-Rare,Campfire Cookie,0.25,https://adoptmetradingvalues.com/images/1817.png
1818,Toasty Red Panda,petsneons,Pet,Ultra-Rare,Campfire Cookie,0.4,https://adoptmetradingvalues.com/images/1818.png
1819,Kiwi,petsneons,Pet,Rare,September 2023,0.3,https://adoptmetradingvalues.com/images/1819.png
1827,Pelican,petsneons,Pet,Ultra-Rare,September 2023 (Robux),27.0,https://adoptmetradingvalues.com/images/1827.png
1828,Eel,petsneons,Pet,Uncommon,September 2023,0.2,https://adoptmetradingvalues.com/images/1828.png
1829,Vampire Dragon,petsneons,Pet,Legendary,Halloween 2023 (Robux),5.7,https://adoptmetradingvalues.com/images/1829.png
1830,Ghost,petsneons,Pet,Common,Halloween 2023,0.13,https://adoptmetradingvalues.com/images/1830.png
1831,Undead Elk,petsneons,Pet,Rare,Halloween 2023,0.35,https://adoptmetradingvalues.com/images/1831.png
1832,Nightmare Owl,petsneons,Pet,Ultra-Rare,Halloween 2023,0.8,https://adoptmetradingvalues.com/images/1832.png
1850,Cute-A-Cabra,petsneons,Pet,Uncommon,Halloween 2023,0.13,https://adoptmetradingvalues.com/images/1850.png
1851,Ghost Dog,petsneons,Pet,Rare,Halloween 2023,1.35,https://adoptmetradingvalues.com/images/1851.png
1852,Dire Stag,petsneons,Pet,Legendary,Halloween 2023,1.0,https://adoptmetradingvalues.com/images/1852.png
1855,Evil Rock,petsneons,Pet,Rare,Halloween 2023 (Robux),0.9,https://adoptmetradingvalues.com/images/1855.png
1856,Scarecrow,petsneons,Pet,Uncommon,Halloween 2023,0.13,https://adoptmetradingvalues.com/images/1856.png
1857,Scarecrow Horse,petsneons,Pet,Rare,Scarecrow Box,0.13,https://adoptmetradingvalues.com/images/1857.png
1858,Scarecrow Cat,petsneons,Pet,Ultra-Rare,Scarecrow Box,0.4,https://adoptmetradingvalues.com/images/1858.png
1859,Scarecrow Crow,petsneons,Pet,Legendary,Scarecrow Box,0.85,https://adoptmetradingvalues.com/images/1859.png
1862,Slime,petsneons,Pet,Ultra-Rare,Halloween 2023,2.75,https://adoptmetradingvalues.com/images/1862.png
1863,Werewolf,petsneons,Pet,Legendary,Halloween 2023 (Robux),5.7,https://adoptmetradingvalues.com/images/1863.png
1865,Canadian Goose,petsneons,Pet,Uncommon,Farm Theme 2023,0.18,https://adoptmetradingvalues.com/images/1865.png
1866,English Sheepdog,petsneons,Pet,Rare,Farm Theme 2023,0.4,https://adoptmetradingvalues.com/images/1866.png
1867,Caterpillar,petsneons,Pet,Ultra-Rare,Farm Theme 2023 (Robux),13.0,https://adoptmetradingvalues.com/images/1867.png
19,Dalmatian,petsneons,Pet,Ultra-Rare,Christmas 2019 (Robux),37.0,https://adoptmetradingvalues.com/images/19.png
1924,Longhorn Cow,petsneons,Pet,Rare,Farm Theme 2023,0.23,https://adoptmetradingvalues.com/images/1924.png
1925,Rooster,petsneons,Pet,Ultra-Rare,Farm Theme 2023,0.3,https://adoptmetradingvalues.com/images/1925.png
1926,Alpaca,petsneons,Pet,Ultra-Rare,Farm Theme 2023,4.75,https://adoptmetradingvalues.com/images/1926.png
1927,Mecha Meow,petsneons,Pet,Legendary,Black Friday 2023,1.1,https://adoptmetradingvalues.com/images/1927.png
1928,Chocolate Chip Bat Dragon,petsneons,Pet,Legendary,Winter 2023 (Robux),15.5,https://adoptmetradingvalues.com/images/1928.png
1929,Beluga Whale,petsneons,Pet,Common,Winter 2023,0.08,https://adoptmetradingvalues.com/images/1929.png
1930,Nutcracker Squirrel,petsneons,Pet,Rare,Winter 2023,0.3,https://adoptmetradingvalues.com/images/1930.png
194,Lamb,petsneons,Pet,Ultra-Rare,Easter 2021,1.5,https://adoptmetradingvalues.com/images/194.png
1944,Fleur De Ice,petsneons,Pet,Legendary,Winter 2023,1.0,https://adoptmetradingvalues.com/images/1944.png
1945,Peppermint Penguin,petsneons,Pet,Ultra-Rare,Winter 2023 (Robux),23.0,https://adoptmetradingvalues.com/images/1945.png
195,Red Squirrel,petsneons,Pet,Ultra-Rare,Robux,0.25,https://adoptmetradingvalues.com/images/195.png
1956,Arctic Hare,petsneons,Pet,Uncommon,Hare Box,0.08,https://adoptmetradingvalues.com/images/1956.png
1957,Eggnog Hare,petsneons,Pet,Rare,Hare Box,0.15,https://adoptmetradingvalues.com/images/1957.png
1958,Gingerbread Hare,petsneons,Pet,Ultra-Rare,Hare Box,0.3,https://adoptmetradingvalues.com/images/1958.png
1959,Candy Hare,petsneons,Pet,Legendary,Hare Box,1.2,https://adoptmetradingvalues.com/images/1959.png
1973,Christmas Pudding Pup,petsneons,Pet,Ultra-Rare,Christmas Pudding Pup Bait,7.4,https://adoptmetradingvalues.com/images/1973.png
1974,Glacier Kitsune,petsneons,Pet,Legendary,Winter 2023 (Robux),4.0,https://adoptmetradingvalues.com/images/1974.png
1975,Harp Seal,petsneons,Pet,Uncommon,Winter 2023,0.7,https://adoptmetradingvalues.com/images/1975.png
1980,Christmas Future Egg,petsneons,Pet,Uncommon,Winter 2023,0.3,https://adoptmetradingvalues.com/images/1980.png
1981,Eggnog Dog,petsneons,Pet,Uncommon,Christmas Future Egg,0.3,https://adoptmetradingvalues.com/images/1981.png
1982,Gingerbread Mouse,petsneons,Pet,Ultra-Rare,Winter 2023 (Advent Calendar),0.15,https://adoptmetradingvalues.com/images/1982.png
1984,Snow Monkey,petsneons,Pet,Ultra-Rare,Winter 2023,1.1,https://adoptmetradingvalues.com/images/1984.png
1990,Kookaburra,petsneons,Pet,Ultra-Rare,Aussie Zone Update,4.25,https://adoptmetradingvalues.com/images/1990.png
1991,Quokka,petsneons,Pet,Uncommon,Aussie Zone Update,0.2,https://adoptmetradingvalues.com/images/1991.png
1992,Tasmanian Devil,petsneons,Pet,Rare,Aussie Zone Update,0.25,https://adoptmetradingvalues.com/images/1992.png
1993,Jellyfish,petsneons,Pet,Ultra-Rare,UGC Rewards Update January 2024,6.2,https://adoptmetradingvalues.com/images/1993.png
1997,Royal Desert Egg,petsneons,Pet,Legendary,Sphinx Statue Event,0.85,https://adoptmetradingvalues.com/images/1997.png
1998,Desert Egg,petsneons,Pet,Legendary,Nursery,0.2,https://adoptmetradingvalues.com/images/1998.png
1999,Cactus Friend,petsneons,Pet,Legendary,Desert Egg,1.25,https://adoptmetradingvalues.com/images/1999.png
2,Giraffe,petsneons,Pet,Legendary,Safari Egg,190.0,https://adoptmetradingvalues.com/images/2.png
20,Kangaroo,petsneons,Pet,Legendary,Aussie Egg,15.0,https://adoptmetradingvalues.com/images/20.png
2000,Criosphinx,petsneons,Pet,Legendary,Desert Egg,1.15,https://adoptmetradingvalues.com/images/2000.png
2001,Vulture,petsneons,Pet,Ultra-Rare,Desert Egg,0.18,https://adoptmetradingvalues.com/images/2001.png
2002,Roadrunner,petsneons,Pet,Ultra-Rare,Desert Egg,0.18,https://adoptmetradingvalues.com/images/2002.png
2003,Deathstalker Scorpion,petsneons,Pet,Ultra-Rare,Desert Egg,0.18,https://adoptmetradingvalues.com/images/2003.png
2004,Thorny Devil,petsneons,Pet,Rare,Desert Egg,0.1,https://adoptmetradingvalues.com/images/2004.png
2005,Oryx,petsneons,Pet,Rare,Desert Egg,0.1,https://adoptmetradingvalues.com/images/2005.png
2006,Rattlesnake,petsneons,Pet,Uncommon,Desert Egg,0.06,https://adoptmetradingvalues.com/images/2006.png
2007,Gila Monster,petsneons,Pet,Uncommon,Desert Egg,0.06,https://adoptmetradingvalues.com/images/2007.png
2008,Sandfish,petsneons,Pet,Common,Desert Egg,0.04,https://adoptmetradingvalues.com/images/2008.png
2009,Coyote,petsneons,Pet,Common,Desert Egg,0.08,https://adoptmetradingvalues.com/images/2009.png
2010,Armadillo,petsneons,Pet,Common,Desert Egg,0.05,https://adoptmetradingvalues.com/images/2010.png
2011,Groundhog,petsneons,Pet,Ultra-Rare,Groundhog Day 2024,4.25,https://adoptmetradingvalues.com/images/2011.png
2017,Midnight Dragon,petsneons,Pet,Legendary,Lunar New Year 2024 (Robux),4.25,https://adoptmetradingvalues.com/images/2017.png
2021,Rainbow Dragon,petsneons,Pet,Legendary,Lunar New Year Gift Boxes,2.0,https://adoptmetradingvalues.com/images/2021.png
2022,Fanghorn Tortoise,petsneons,Pet,Ultra-Rare,Lunar New Year Gift Boxes,0.3,https://adoptmetradingvalues.com/images/2022.png
2023,Rice Cake Rabbit,petsneons,Pet,Ultra-Rare,Lunar New Year Gift Boxes,0.35,https://adoptmetradingvalues.com/images/2023.png
2038,Wildfire Hawk,petsneons,Pet,Ultra-Rare,Burnt Bites and Baked Alaska Baits,0.35,https://adoptmetradingvalues.com/images/2038.png
2039,Flaming Fox,petsneons,Pet,Ultra-Rare,Burnt Bites and Baked Alaska Baits,2.5,https://adoptmetradingvalues.com/images/2039.png
2040,Burning Bunny,petsneons,Pet,Ultra-Rare,Burnt Bites and Baked Alaska Baits,0.35,https://adoptmetradingvalues.com/images/2040.png
2041,Volcanic Rhino,petsneons,Pet,Legendary,Burnt Bites and Baked Alaska Baits,1.5,https://adoptmetradingvalues.com/images/2041.png
2044,Ornate Horned Frog,petsneons,Pet,Ultra-Rare,Leap Year 2024,0.2,https://adoptmetradingvalues.com/images/2044.png
2051,Nautilus,petsneons,Pet,Ultra-Rare,Beach Update 2024 (Robux),1.2,https://adoptmetradingvalues.com/images/2051.png
2052,Mahi Mahi,petsneons,Pet,Uncommon,Mahi Spinning Rod,0.08,https://adoptmetradingvalues.com/images/2052.png
2053,Gold Mahi Mahi,petsneons,Pet,Ultra-Rare,Mahi Spinning Rod,0.3,https://adoptmetradingvalues.com/images/2053.png
2054,Diamond Mahi Mahi,petsneons,Pet,Legendary,Mahi Spinning Rod,0.45,https://adoptmetradingvalues.com/images/2054.png
2057,Hamster,petsneons,Pet,Ultra-Rare,Golden Corn,0.65,https://adoptmetradingvalues.com/images/2057.png
2058,Golden Hamster,petsneons,Pet,Legendary,Golden Corn,1.25,https://adoptmetradingvalues.com/images/2058.png
2059,Diamond Hamster,petsneons,Pet,Legendary,Golden Corn,3.25,https://adoptmetradingvalues.com/images/2059.png
2061,Candyfloss Chick,petsneons,Pet,Legendary,Easter 2024 (Robux),13.0,https://adoptmetradingvalues.com/images/2061.png
2063,Dotted Eggy,petsneons,Pet,Rare,Easter Eggy Box,0.13,https://adoptmetradingvalues.com/images/2063.png
2064,Floral Eggy,petsneons,Pet,Ultra-Rare,Easter Eggy Box,0.25,https://adoptmetradingvalues.com/images/2064.png
2065,Striped Eggy,petsneons,Pet,Legendary,Easter Eggy Box,0.7,https://adoptmetradingvalues.com/images/2065.png
2069,Candy Cane Snail,petsneons,Pet,Ultra-Rare,Easter 2024,0.6,https://adoptmetradingvalues.com/images/2069.png
2073,Capuchin Monkey,petsneons,Pet,Rare,Capuchin Fairground 2024,0.06,https://adoptmetradingvalues.com/images/2073.png
2074,Inmate Capuchin Monkey,petsneons,Pet,Ultra-Rare,Capuchin Boxes,0.45,https://adoptmetradingvalues.com/images/2074.png
2075,Princess Capuchin Monkey,petsneons,Pet,Legendary,Capuchin Boxes,1.4,https://adoptmetradingvalues.com/images/2075.png
2076,Preppy Capuchin Monkey,petsneons,Pet,Ultra-Rare,Capuchin Boxes,0.45,https://adoptmetradingvalues.com/images/2076.png
2077,Royal Capuchin Monkey,petsneons,Pet,Legendary,Capuchin Boxes,1.7,https://adoptmetradingvalues.com/images/2077.png
2078,Pirate Ghost Capuchin Monkey,petsneons,Pet,Legendary,Capuchin Boxes,9.0,https://adoptmetradingvalues.com/images/2078.png
21,Platypus,petsneons,Pet,Ultra-Rare,Jungle Egg,4.25,https://adoptmetradingvalues.com/images/21.png
2153,Brachiosaurus,petsneons,Pet,Common,Fossil Isle 2024,0.1,https://adoptmetradingvalues.com/images/2153.png
2154,Velociraptor,petsneons,Pet,Uncommon,Fossil Isle 2024,0.15,https://adoptmetradingvalues.com/images/2154.png
2155,Ankylosaurus,petsneons,Pet,Rare,Fossil Isle 2024,0.25,https://adoptmetradingvalues.com/images/2155.png
2156,Elasmosaurus,petsneons,Pet,Ultra-Rare,Fossil Isle 2024,0.45,https://adoptmetradingvalues.com/images/2156.png
2157,Dimorphodon,petsneons,Pet,Legendary,Fossil Isle 2024,1.25,https://adoptmetradingvalues.com/images/2157.png
22,Elephant,petsneons,Pet,Rare,Safari Egg,13.0,https://adoptmetradingvalues.com/images/22.png
2247,Garden Snake,petsneons,Pet,Common,Garden Egg,0.04,https://adoptmetradingvalues.com/images/2247.png
2248,Mole,petsneons,Pet,Uncommon,Garden Egg,0.08,https://adoptmetradingvalues.com/images/2248.png
2249,Weevil,petsneons,Pet,Rare,Garden Egg,0.1,https://adoptmetradingvalues.com/images/2249.png
2250,Blue Jay,petsneons,Pet,Rare,Garden Egg,0.1,https://adoptmetradingvalues.com/images/2250.png
2251,Praying Mantis,petsneons,Pet,Ultra-Rare,Garden Egg,0.18,https://adoptmetradingvalues.com/images/2251.png
2252,Skunk,petsneons,Pet,Ultra-Rare,Garden Egg,0.18,https://adoptmetradingvalues.com/images/2252.png
2253,Rosy Maple Moth,petsneons,Pet,Legendary,Garden Egg,0.75,https://adoptmetradingvalues.com/images/2253.png
2254,Mushroom Friend,petsneons,Pet,Legendary,Garden Egg,1.15,https://adoptmetradingvalues.com/images/2254.png
2255,Golden Tortoise Beetle,petsneons,Pet,Legendary,Vault,0.45,https://adoptmetradingvalues.com/images/2255.png
2256,Garden Egg,petsneons,Pet,Legendary,Nursery,0.15,https://adoptmetradingvalues.com/images/2256.png
23,Hyena,petsneons,Pet,Rare,Safari Egg,4.25,https://adoptmetradingvalues.com/images/23.png
2306,Mini Pig,petsneons,Pet,Ultra-Rare,Summer State Fair 2024 (Robux),14.5,https://adoptmetradingvalues.com/images/2306.png
2307,Kid Goat,petsneons,Pet,Common,Summer State Fair 2024,0.06,https://adoptmetradingvalues.com/images/2307.png
2308,Cow Calf,petsneons,Pet,Rare,Summer State Fair 2024,0.2,https://adoptmetradingvalues.com/images/2308.png
2332,Orange Betta Fish,petsneons,Pet,Rare,Summer State Fair 2024,0.06,https://adoptmetradingvalues.com/images/2332.png
2333,Pink Betta Fish,petsneons,Pet,Ultra-Rare,Summer State Fair 2024,0.25,https://adoptmetradingvalues.com/images/2333.png
2334,Blue Betta Fish,petsneons,Pet,Legendary,Summer State Fair 2024,0.7,https://adoptmetradingvalues.com/images/2334.png
2335,Show Pony,petsneons,Pet,Common,Summer State Fair 2024,0.1,https://adoptmetradingvalues.com/images/2335.png
2336,Punk Pony,petsneons,Pet,Rare,Summer State Fair 2024,0.23,https://adoptmetradingvalues.com/images/2336.png
2337,Pretty Pony,petsneons,Pet,Ultra-Rare,Summer State Fair 2024,0.6,https://adoptmetradingvalues.com/images/2337.png
2338,Majestic Pony,petsneons,Pet,Legendary,Summer State Fair 2024,2.35,https://adoptmetradingvalues.com/images/2338.png
2339,Balloon Unicorn,petsneons,Pet,Legendary,Summer State Fair 2024 (Robux),58.0,https://adoptmetradingvalues.com/images/2339.png
2340,Corn Doggo,petsneons,Pet,Legendary,Summer State Fair 2024,1.3,https://adoptmetradingvalues.com/images/2340.png
2354,Rodeo Bull,petsneons,Pet,Uncommon,Summer State Fair 2024,0.15,https://adoptmetradingvalues.com/images/2354.png
2355,Bald Eagle,petsneons,Pet,Ultra-Rare,Summer State Fair 2024 (Robux),4.75,https://adoptmetradingvalues.com/images/2355.png
2398,Birthday Butterfly 2024,petsneons,Pet,Uncommon,Adopt Me 7th Birthday,0.25,https://adoptmetradingvalues.com/images/2398.png
24,Meerkat,petsneons,Pet,Uncommon,Safari Egg,4.75,https://adoptmetradingvalues.com/images/24.png
2401,Bush Elephant,petsneons,Pet,Legendary,Sunshine Games 2024 (Robux),4.25,https://adoptmetradingvalues.com/images/2401.png
2402,Black Marlin,petsneons,Pet,Uncommon,Sunshine Games 2024,0.1,https://adoptmetradingvalues.com/images/2402.png
2403,Peregrine Falcon,petsneons,Pet,Ultra-Rare,Sunshine Games 2024,0.5,https://adoptmetradingvalues.com/images/2403.png
2404,Cheetah,petsneons,Pet,Legendary,Sunshine Games 2024,1.7,https://adoptmetradingvalues.com/images/2404.png
2447,Singularity Beetle,petsneons,Pet,Rare,Galactic Pass,0.45,https://adoptmetradingvalues.com/images/2447.png
2450,Glormy Hound,petsneons,Pet,Legendary,Galactic Pass (Shards),2.35,https://adoptmetradingvalues.com/images/2450.png
2451,Starhopper,petsneons,Pet,Rare,Galactic Pass,0.45,https://adoptmetradingvalues.com/images/2451.png
2453,Glormy Leo,petsneons,Pet,Legendary,Galactic Pass (Shards),2.75,https://adoptmetradingvalues.com/images/2453.png
2455,Hummingbird,petsneons,Pet,Ultra-Rare,Golden Petunia,0.5,https://adoptmetradingvalues.com/images/2455.png
2456,Golden Hummingbird,petsneons,Pet,Legendary,Golden Petunia,1.35,https://adoptmetradingvalues.com/images/2456.png
2457,Diamond Hummingbird,petsneons,Pet,Legendary,Golden Petunia,3.25,https://adoptmetradingvalues.com/images/2457.png
2459,Singularity Pisces,petsneons,Pet,Rare,Galactic Pass,0.45,https://adoptmetradingvalues.com/images/2459.png
2461,Moonlight Moth,petsneons,Pet,Rare,Galactic Pass,0.55,https://adoptmetradingvalues.com/images/2461.png
2463,Urchin,petsneons,Pet,Common,Ocean Event 2024,0.04,https://adoptmetradingvalues.com/images/2463.png
2464,Dracula Fish,petsneons,Pet,Uncommon,Ocean Event 2024,0.06,https://adoptmetradingvalues.com/images/2464.png
2465,Sea Angel,petsneons,Pet,Rare,Ocean Event 2024,0.13,https://adoptmetradingvalues.com/images/2465.png
2466,Lionfish,petsneons,Pet,Ultra-Rare,Ocean Event 2024,0.15,https://adoptmetradingvalues.com/images/2466.png
2467,Kraken,petsneons,Pet,Legendary,Ocean Event 2024,0.75,https://adoptmetradingvalues.com/images/2467.png
2489,Classic Teapot,petsneons,Pet,Common,Roblox Classic Event 2024,0.2,https://adoptmetradingvalues.com/images/2489.png
2491,Honey Badger,petsneons,Pet,Ultra-Rare,UGC Rewards Update September 2024,4.75,https://adoptmetradingvalues.com/images/2491.png
2493,Frankenfeline,petsneons,Pet,Common,Halloween 2024,0.04,https://adoptmetradingvalues.com/images/2493.png
2494,Indian Flying Fox,petsneons,Pet,Ultra-Rare,Halloween 2024,0.6,https://adoptmetradingvalues.com/images/2494.png
25,Shrew,petsneons,Pet,Rare,Christmas 2019 (Gingerbread),5.2,https://adoptmetradingvalues.com/images/25.png
2503,Pumpkin Friend,petsneons,Pet,Ultra-Rare,Halloween 2024,0.9,https://adoptmetradingvalues.com/images/2503.png
2504,Scarebear,petsneons,Pet,Legendary,Halloween 2024,1.15,https://adoptmetradingvalues.com/images/2504.png
2505,Sea Skeleton Panda,petsneons,Pet,Uncommon,Halloween 2024,0.1,https://adoptmetradingvalues.com/images/2505.png
2506,Dracula Parrot,petsneons,Pet,Legendary,Halloween 2024,0.5,https://adoptmetradingvalues.com/images/2506.png
2513,Marabou Stork,petsneons,Pet,Rare,Halloween 2024,0.18,https://adoptmetradingvalues.com/images/2513.png
2514,Zombie Chick,petsneons,Pet,Rare,Halloween Chick Box,0.08,https://adoptmetradingvalues.com/images/2514.png
2515,Ghost Chick,petsneons,Pet,Ultra-Rare,Halloween Chick Box,0.25,https://adoptmetradingvalues.com/images/2515.png
2516,Evil Chick,petsneons,Pet,Legendary,Halloween Chick Box,0.95,https://adoptmetradingvalues.com/images/2516.png
2524,Jekyll Hydra,petsneons,Pet,Legendary,Halloween 2024 (Robux),14.5,https://adoptmetradingvalues.com/images/2524.png
2525,Headless Horse,petsneons,Pet,Ultra-Rare,Halloween 2024,0.7,https://adoptmetradingvalues.com/images/2525.png
2550,Sugar Axolotl,petsneons,Pet,Legendary,Dia De Los Muertos 2024 (Robux),4.75,https://adoptmetradingvalues.com/images/2550.png
2551,Grave Owl,petsneons,Pet,Ultra-Rare,Dia De Los Muertos 2024,0.45,https://adoptmetradingvalues.com/images/2551.png
2552,Golden Jaguar,petsneons,Pet,Ultra-Rare,Dia De Los Muertos 2024,0.45,https://adoptmetradingvalues.com/images/2552.png
2554,Hippogriff,petsneons,Pet,Legendary,November 2024 (Robux),1.85,https://adoptmetradingvalues.com/images/2554.png
26,Queen Bee,petsneons,Pet,Legendary,Honey,1.6,https://adoptmetradingvalues.com/images/26.png
2613,Fairy Bat Dragon,petsneons,Pet,Legendary,Winter 2024 (Robux),8.5,https://adoptmetradingvalues.com/images/2613.png
2615,Ratatoskr,petsneons,Pet,Common,Winter 2024,0.04,https://adoptmetradingvalues.com/images/2615.png
2616,Bauble Buddies,petsneons,Pet,Ultra-Rare,Winter 2024,0.5,https://adoptmetradingvalues.com/images/2616.png
